,Compoundid,phytochemical
562,[Compound(119205)],matairesinol
563,[Compound(46173975)],neoarctin B
564,[],alkaloids
565,[],Alkaloids
566,[Compound(158223)],3-hydroxynornuciferine
567,"[Compound(10143), Compound(48704)]",artabotrine
568,[],assimilobine
569,[],isococlaurine
570,[Compound(3085285)],juzirine
571,[Compound(145779)],liridine
572,[],N-demethylarmepavine
573,[Compound(177294)],spinosine
574,"[Compound(5281517), Compound(10407)]",(E)-beta-farnesene
575,[Compound(2758)],"1,8-cineole"
576,[Compound(519857)],1-epi-cubenol
577,[Compound(5281515)],beta-caryophyllene
578,[Compound(2537)],camphor
579,"[Compound(5317570), Compound(6436582), Compound(5373727), Compound(91104), Compound(49796490), Compound(91723653)]",germacrene D
580,[Compound(6549)],linalool
581,[Compound(2758)],"1,8-cineole"
582,[Compound(2537)],camphor
583,"[Compound(5317570), Compound(6436582), Compound(5373727), Compound(91104), Compound(49796490), Compound(91723653)]",germacrene D
584,[Compound(8815)],1-methoxy-4-(2-Propenyl)-benzene
585,[Compound(6654)],1R-alpha-pinene
586,[],1S-alpha-pinene
587,[],"3,7-dimethyl-1,3,7-octatriene"
588,[Compound(22311)],limonene
589,[Compound(2758)],eucalyptol
590,"[Compound(5317570), Compound(6436582), Compound(5373727), Compound(91104), Compound(49796490), Compound(91723653)]",germacrene D
591,[],(Z)-?-ocimene
592,[Compound(11230)],4-terpineol
593,"[Compound(5317570), Compound(6436582), Compound(5373727), Compound(91104), Compound(49796490), Compound(91723653)]",germacrene D
594,[],iso-elemicin
595,[],?-pinene
596,"[Compound(5281517), Compound(10407), Compound(5317319)]",beta-farnesene
597,[Compound(91456)],beta-thujone
598,[Compound(5281515)],caryophyllene
599,[Compound(2758)],eucalyptol
600,[Compound(6654)],alpha-pinene
601,[Compound(7461)],gamma-terpinene
602,"[Compound(5317570), Compound(6436582), Compound(5373727), Compound(91104), Compound(49796490), Compound(91723653)]",germacrene D
603,"[Compound(64685), Compound(1201518), Compound(6552009), Compound(10492), Compound(657014), Compound(6321405), Compound(10049), Compound(44630107), Compound(439569)]",borneol
604,[Compound(2537)],camphor
605,[Compound(2758)],eucalyptol
606,[Compound(5355856)],geranyl butyrate
607,[Compound(2758)],"1,8-Cineole"
608,[],?-curcumene
609,[],dihydroartoindonesianin C
610,[],pyranocycloartobiloxanthone A
611,[],gramniphenols C
612,[],gramniphenols D
613,[],gramniphenols E
614,[],gramniphenols F
615,[],gramniphenols G
616,[],alkaloids
617,[Compound(64971)],betulinic acid
618,[Compound(3084961)],oroxindin
619,[Compound(5281703)],wogonin
620,[],Alkaloid
621,[Compound(6857447)],beta-tocopherol
622,[Compound(444679)],ergosterol
623,[],hexadeconic acids
624,[],hexadeconic acids methyl esters
625,[Compound(246983)],lanosterol
626,[Compound(259846)],lupeol
627,[Compound(5312488)],octadecadienoic acids
628,[Compound(6506665)],octadecatrienoic acid
629,"[Compound(5280435), Compound(5366244), Compound(145386), Compound(5320547), Compound(9018)]",phytol
630,[Compound(5280794)],stigmasterol
631,[],tubeimoside I
632,[Compound(14037387)],tubeimoside II
633,"[Compound(5489425), Compound(102004830), Compound(146014459)]",tubeimoside III
634,[],tubeimoside IV
635,[],(+/-)-lyoniresinol 2a-O-beta-D-glucopyranoside
636,[Compound(92158)],lupenone
637,[Compound(10034839)],opuntiol
638,[Compound(102341720)],shamiminol
639,[Compound(13783149)],"stigmasta-3,5-diene"
640,[],flavonoids
641,[Compound(73891100)],angustifonine A
642,[Compound(102361797)],angustifonine B
643,[Compound(101426790)],bridelionoside A
644,"[Compound(53326026), Compound(101426791)]",bridelionoside B
645,[Compound(101426792)],bridelionoside C
646,[Compound(101426793)],bridelionoside D
647,[Compound(101426794)],bridelionoside E
648,[Compound(101426795)],bridelionoside F
649,"[Compound(122784), Compound(432922), Compound(441788)]",brucein D
650,[Compound(122785)],brucein E
651,"[Compound(3000796), Compound(72953), Compound(138112528)]",bruceoside B
652,[Compound(11445340)],javanicoside I
653,[Compound(101366763)],javanicoside J
654,[Compound(11479645)],javanicoside K
655,[Compound(11479645)],javanicoside K
656,[Compound(76307878)],yadanzigan
657,"[Compound(72952), Compound(21115199)]",yadanzioside B
658,"[Compound(6436227), Compound(74029646), Compound(44584515), Compound(101659158), Compound(134715117)]",yadanzioside C
659,"[Compound(460522), Compound(101659160), Compound(73355909)]",yadanzioside E
660,"[Compound(10484290), Compound(134715120), Compound(21636148)]",yadanzioside I
661,"[Compound(134715121), Compound(14060346), Compound(74029649)]",yadanzioside K
662,"[Compound(6436226), Compound(21606956), Compound(54604526), Compound(44559339)]",bruceantinoside A
663,"[Compound(122784), Compound(432922), Compound(441788)]",brucein D
664,[Compound(122785)],brucein E
665,[Compound(441789)],bruceoside A
666,"[Compound(3000796), Compound(72953), Compound(138112528)]",bruceoside B
667,"[Compound(73122), Compound(21115217), Compound(44576042)]",bruceoside C
668,"[Compound(460524), Compound(3000803), Compound(6712354)]",bruceoside E
669,"[Compound(73432), Compound(12302104), Compound(299645), Compound(137704670), Compound(12302103), Compound(118701058), Compound(131632309)]",brusatol
670,[Compound(11214625)],javanicolide C
671,[Compound(11455840)],javanicolide D
672,[Compound(70686049)],javanicolide E
673,"[Compound(46182898), Compound(101499202)]",javanicolide F
674,[Compound(11169907)],javanicoside B
675,[Compound(11169890)],javanicoside C
676,[],javanicoside D
677,[Compound(11274270)],javanicoside E
678,[Compound(11445415)],javanicoside F
679,[Compound(10320238)],yadanziolide A
680,"[Compound(10409280), Compound(432922)]",yadanziolide C
681,[],yadanziolide D
682,[],yadanziolide S
683,"[Compound(72956), Compound(101659157), Compound(13657692), Compound(134715116), Compound(138114746)]",yadanzioside A
684,"[Compound(72952), Compound(21115199)]",yadanzioside B
685,"[Compound(6436227), Compound(74029646), Compound(44584515), Compound(101659158), Compound(134715117)]",yadanzioside C
686,[],yadanzioside D
687,"[Compound(460522), Compound(101659160), Compound(73355909)]",yadanzioside E
688,"[Compound(72955), Compound(3000798), Compound(13657696), Compound(44584516), Compound(134715118), Compound(146160276)]",yadanzioside F
689,"[Compound(6436228), Compound(74029647), Compound(73354401), Compound(101659161), Compound(134715119)]",yadanzioside G
690,"[Compound(10484290), Compound(134715120), Compound(21636148)]",yadanzioside I
691,"[Compound(134715121), Compound(14060346), Compound(74029649)]",yadanzioside K
692,[Compound(6436225)],yadanzioside L
693,"[Compound(72961), Compound(460523), Compound(21115200), Compound(134715122)]",yadanzioside M
694,"[Compound(6451089), Compound(6442538), Compound(10055600), Compound(101659164)]",yadanzioside N
695,[Compound(10417797)],yadanzioside O
696,"[Compound(6474271), Compound(11765370), Compound(73092082), Compound(73345262)]",yadanzioside P
697,[Compound(637584)],(+)-epipinoresinol
698,[Compound(11711453)],(+)-lyoniresinol
699,[Compound(73399)],(+)-pinoresinol
700,[Compound(443023)],(+)-syringaresinol
701,[Compound(21630916)],"4,5-dihydroblumenol A"
702,"[Compound(441788), Compound(71463728), Compound(432922), Compound(122784), Compound(137705752), Compound(145706185), Compound(90656950), Compound(126969738)]",bruceine D
703,[Compound(56945466)],bruceolline E
704,[Compound(38355088)],bruceolline F
705,[Compound(56833856)],bruceolline H
706,[Compound(56833857)],bruceolline I
707,[Compound(56833858)],bruceolline J
708,[Compound(56833859)],bruceolline K
709,[Compound(56833860)],bruceolline L
710,[Compound(56833861)],bruceolline M
711,[Compound(56833961)],bruceolline N
712,[Compound(442510)],cleomiscosin A
713,"[Compound(156875), Compound(11982428), Compound(14282057)]",cleomiscosin B
714,[Compound(102585873)],indaquassin X
715,[Compound(99530)],isobrucein B
716,[Compound(11744055)],yadanziolide B
717,[Compound(56833962)],yadanziolide T
718,[Compound(56833963)],yadanziolide U
719,[Compound(70698075)],yadanziolide V
720,[Compound(5281800)],acteoside
721,[Compound(6476333)],acteoside isomer
722,[Compound(91458)],aucubin
723,[],beta-stiosterol
724,[Compound(1549111)],cis-caffeic acid
725,"[Compound(165258), Compound(4655876), Compound(52940854), Compound(70698175), Compound(146158943)]",cryptomeridiol
726,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
727,[],galactilol
728,[Compound(5280445)],luteolin
729,[],luteolin-7-O-beta-D-glucoside
730,[Compound(12409)],nonacosane
731,[Compound(5280794)],stigmasterol
732,"[Compound(2518), Compound(689043)]",trans-caffeic acid
733,[Compound(8468)],vanillic acid
734,[Compound(1183)],vanillin
735,[],"(2E,9Z)-18-hydroxy-octadeca-2,9-diene-4,6-diyn-1-yl acetate"
736,[],"(2E,9Z)-1-hydroxy-octadeca-2,9-diene-4,6-diyn-18-yl acetate"
737,[],"(2E,9Z)-octadeca-2,9-diene-4,6-diyne-1,18-diol"
738,[],"(2R, 3S)-2-acetoxy-2,3-bis(3,4-dimethoxybenzyl)-gamma-butyrolactone"
739,[],"(2Z,8E,10E)-heptadeca-2,8,10-triene-4, 6-diyn-1-ol"
740,[],"(R,Z)-3-(3,4-dimethoxybenzyl)-2-(3, 4-dimethoxybenzylidene)-gamma-butyrolactone"
741,[],"1,10-di-epi-cubenol"
742,[Compound(91746712)],allo-aromadendrene epoxide
743,[Compound(10225)],cadalene
744,[],oleanolic acid glycoside 1
745,[],oleanolic acid glycoside 2
746,[],oleanolic acid glycoside 3
747,[],oleanolic acid glycoside 4
748,[],oleanolic acid glycoside 5
749,[],Sesquiterpene glycoside
750,[Compound(21606093)],(5'Z)-gamma-carotene
751,[Compound(101764622)],"(5Z,9Z)-lycopene"
752,[Compound(101764619)],"(5'Z,9'Z)-rubixanthin"
753,[Compound(101764620)],"(5Z,9Z,5'Z,9'Z)-lycopene"
754,[],(G)-rhamnosylrutinoside
755,[],3-glucoside of isorhamnetin
756,"[Compound(12299918), Compound(134781708), Compound(101306691), Compound(131752074)]",auroxanthin
757,[Compound(73145)],beta-amyrin
758,"[Compound(92156), Compound(345510), Compound(6708527), Compound(5318302), Compound(13019938), Compound(21141023)]",beta-amyrin acetate
759,[Compound(5280489)],beta-carotene
760,[Compound(689043)],caffeic acid
761,[Compound(1794427)],chlorogenic acid
762,[Compound(72779023)],faradiol laurate
763,[Compound(73091028)],faradiol myristate
764,[Compound(72827740)],faradiol palmitate
765,[Compound(5281238)],flavoxanthin
766,"[Compound(5280804), Compound(5378597), Compound(10813969), Compound(51402807), Compound(12304323), Compound(45933929)]",isoquercitrin
767,[],isorhamnetin 3- O-glucoside
768,[Compound(5281243)],lutein
769,[Compound(5481663)],narcissin
770,[Compound(101334564)],neohesperidoside
771,[Compound(10494)],Oleanolic acid
772,[Compound(637542)],p-coumaric acid
773,[],protokatechuic acid
774,[Compound(5280343)],quercetin
775,[],quercetin glucoside
776,[Compound(5280805)],rutin
777,[Compound(12314995)],rutinoside
778,[],sesquiterpene oligoglycoside
779,[Compound(10742)],syringic acid
780,[Compound(8468)],vanillic acid
781,[],"5-hydroxy-4',3,6,7-tetramethoxy flavone"
782,[Compound(222284)],beta-sitosterol
783,[Compound(64971)],betulinic acid
784,[],chrysoeriol-4'-O-glucoside
785,"[Compound(5319116), Compound(12304737), Compound(12304738), Compound(45933933)]",luteolin-4'-O-glucoside
786,[Compound(5280637)],luteolin-7-O-glucoside
787,[Compound(64945)],ursolic acid
788,[],"2alpha, 19alpha-dihydroxy-ursolic acid"
789,[],"2alpha, 3beta, 19alpha, 23-tetrahydroxy-olean-12-en-28-oic acid-28-O-beta-D-glucopyranosyl-(1 --> 4)-beta-D-glucopyranoside"
790,[],"2alpha, 3beta, 19alpha, 23-tetrahydroxy-urs-12-en-28-oic acid"
791,[],2alpha-hydroxy-oleanolic acid
792,[],2alpha-hydroxy-ursolic acid
793,[],3-acetyl oleanolic acid
794,[],3beta-O-acetyl ursolic acid
795,[],alpha-amyrin-3-O-beta-D-glucopyranoside
796,[Compound(12444386)],arjungenin
797,[Compound(64971)],betulinic acid
798,[Compound(73299)],hederagenin
799,[Compound(10494)],oleanolic acid
800,[Compound(382831)],pomolic acid
801,[],pruvuloside A
802,[Compound(64945)],ursolic acid
803,[Compound(13873657)],6-deoxy-gamma-mangostin
804,[],allanxanthone
805,"[Compound(341189), Compound(3012916)]",apetalic acid
806,[Compound(16077643)],caledonic acid
807,[Compound(5464634)],caledonixanthone E
808,[],caledonixanthone M
809,[],caledonixanthones A
810,[],caledonixanthones B
811,[],caledonixanthones C
812,[],caledonixanthones D
813,[],caledonixanthones E
814,[],caledonixanthones F
815,[Compound(3012918)],calolongic acid
816,[Compound(5495848)],calothwaitesixanthone
817,[Compound(5495848)],calothwaitesixanthone
818,[],caloxanthone C
819,[],caloxanthone L
820,[Compound(5495849)],calozeyloxanthone
821,[Compound(5495849)],calozeyloxanthone
822,[Compound(509270)],demethylcalabaxanthone
823,[Compound(10765794)],dombakinaxanthone
824,"[Compound(3012917), Compound(341189), Compound(91895379)]",isoapetalic acid
825,"[Compound(73081623), Compound(133556375)]",isocalolongic acid
826,[Compound(5281646)],macluraxanthone
827,[],"1, 3, 5-trihydroxy-2-methoxyxanthone"
828,[],"1, 5-dihydroxyxanthone"
829,[],"1, 7-dihydroxyxanthone"
830,[Compound(10336602)],2-deprenylrheediaxanthone B
831,[Compound(74708)],2-hydroxyxanthone
832,[Compound(611428)],4-hydroxyxanthone
833,[Compound(611428)],4-hydroxyxanthone
834,[Compound(5281629)],6-deoxyjacareubin
835,[Compound(5281629)],6-deoxyjacareubin
836,[Compound(5281600)],amentoflavone
837,[Compound(64971)],betulinic acid
838,[],caloxanthone O
839,[],caloxanthone P
840,[],caloxanthone Q
841,[Compound(91472)],friedelin
842,[Compound(14259057)],gerontoxanthone B
843,[],inophinnin
844,[],inophyllin A
845,[],inophyxanthone A
846,[Compound(5281644)],jacareubin
847,[Compound(5281644)],jacareubin
848,"[Compound(5316673), Compound(15558501)]",kaempferol-3-O-alpha-L-rhamnoside
849,[Compound(5281646)],macluraxanthone
850,[Compound(10852567)],pancixanthone A
851,[Compound(15307925)],pyranojacareubin
852,[Compound(15307925)],pyranojacareubin
853,[],quercetin-3-O-alpha-L-rhamnoside
854,[Compound(5280794)],stigmasterol
855,[Compound(5281600)],amentoflavone
856,"[Compound(341189), Compound(3012916)]",apetalic acid
857,[Compound(5280443)],apigenin
858,[Compound(3012918)],calolongic acid
859,[Compound(44257564)],calophyllic acid
860,[Compound(7330581)],canophyllol
861,[Compound(91472)],friedelin
862,"[Compound(3012917), Compound(341189), Compound(91895379)]",isoapetalic acid
863,[Compound(6473848)],isocalophyllic acid
864,[Compound(5281646)],macluraxanthone
865,[Compound(102394027)],pinetoric acid I
866,[Compound(102394028)],pinetoric acid II
867,[Compound(636851)],pinetoxanthone
868,[Compound(10362269)],brasixanthone B
869,[Compound(10362269)],brasixanthone B
870,[Compound(102066908)],caloxanthone B
871,[],caloxanthone C
872,[],caloxanthone C
873,[Compound(91472)],friedelin
874,[Compound(5281646)],macluraxanthone
875,[Compound(5281646)],macluraxanthone
876,[],phylattrin
877,[],soulamarin
878,[],soulattrin
879,[Compound(5280794)],stigmasterol
880,[Compound(5280794)],stigmasterol
881,[Compound(188341)],trapezifolixanthone
882,[Compound(188341)],trapezifolixanthone
883,[],?-sitosterol
884,[],"1,4,8-trihydroxyxanthone"
885,[Compound(5281631)],"1,7-dihydroxyxanthone"
886,[],calothorexanthone
887,[Compound(15382978)],garbogiol
888,[Compound(60148490)],globuxanthone
889,[],?-tocotrienol
890,[],isorhamnetin-3-O-glucopyranoside
891,[Compound(5481663)],isorhamnetin-3-O-rutinoside
892,"[Compound(13889352), Compound(99738483), Compound(146159397)]",taraxasteryl acetate
893,[],alkaloids
894,[],flavonoids
895,[],Glucosinolates
896,[],6 beta-acetoxyisodrimenin
897,[Compound(44419494)],capsicodendrin
898,[Compound(442354)],cinnamodial
899,[Compound(12303262)],cinnamosmolide
900,[Compound(12309998)],futronolide
901,[Compound(12444581)],ugandensolide
902,[Compound(13915599)],beta-amyrin palmitate
903,[Compound(222284)],beta-sitosterol
904,[],luteolin-7-O-alpha-L-rhamanopyranosyl-(1-->2)-beta-D-glucopyranoside
905,[],luteolin-7-O-beta-D-glucopyranoside
906,[],stigmast-7-en-3 beta-ol
907,[Compound(5280794)],stigmasterol
908,[],taraxastery acetate
909,[],triacontanic acid
910,[],1-O-hexadecanolenin
911,[Compound(5280443)],apigenin
912,[],coumaric acid
913,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
914,[Compound(5280863)],kaempferol
915,[Compound(985)],palmitic acid
916,[],"trans-3-tridecene-5,7,9,11-tetrayne-1,2-diol"
917,[],"trans-trans-3,11-tridecadiene -5,7,9-triyne -1,2-diol"
918,[],Alkaloids
919,[],3beta-hydroxy-oleanolic acid methyl ester
920,[Compound(5312744)],9-hydroxy-dodecanoic acid
921,"[Compound(444539), Compound(8784), Compound(5372954)]",beta-phenylacrylic acid
922,[Compound(222284)],beta-sitosterol
923,[Compound(222284)],beta-sitosterol
924,[Compound(222284)],beta-sitosterol
925,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
926,[Compound(7800)],ethyl laurate
927,[Compound(8122)],ethyl stearate
928,[Compound(445858)],ferulic acid
929,[],ferulic acid beta-glucoside
930,[Compound(370)],gallic acid
931,"[Compound(11608497), Compound(101616642)]",gallicin
932,[Compound(72303)],honokiol
933,[Compound(72300)],magnolol
934,[Compound(5319561)],methylconiferin
935,[Compound(10494)],oleanolic acid
936,[Compound(10228)],osthole
937,[Compound(11092)],paeonol
938,[Compound(126)],parahydroxybenzaldehyde
939,[Compound(135)],p-hydroxybenzoic acid
940,[Compound(8742)],shikimic acid
941,[Compound(5280794)],stigmasterol
942,"[Compound(100067), Compound(443023), Compound(332426)]",syringaresinol
943,[],rugosusine A
944,[],rugosusine B
945,[],alkaloids
