"","chemicals"
"3399","floralginsenoside Ta"
"3400","floralginsenoside Tb"
"3401","floralginsenoside Tc"
"3402","floralginsenoside Td"
"3403","ginsenoside F"
"3404","ginsenoside F"
"3405","floralginsenoside Ka"
"3406","floralginsenoside Kb"
"3407","floralginsenoside Kc"
"3408","ginsenoside I"
"3409","ginsenoside II"
"3410","ginsenoside Rb"
"3411","majoroside F"
"3412","vinaginsenoside R"
"3413","chikusetsusaponin FK1"
"3414","chikusetsusaponin FK2"
"3415","chikusetsusaponin FK3"
"3416","chikusetsusaponin FK4"
"3417","chikusetsusaponin FK5"
"3418","chikusetsusaponin FK6"
"3419","chikusetsusaponin FK7"
"3420","chikusetsusaponin Iva"
"3421","chikusetsusaponin L10"
"3422","chikusetsusaponin L5"
"3423","chikusetsusaponin V"
"3424","chikusetsusaponin VI"
"3425","floralquinquenoside E"
"3426","ginsenoside Rb3"
"3427","ginsenoside Rc"
"3428","ginsenoside Re"
"3429","ginsenoside Rg1"
"3430","notoginsenoside R1"
"3431","pseudo-ginsenoside RS1"
"3432","24(R)-ginsenoside Rg3"
"3433","24(R)-pseudoginsenoside RT5"
"3434","F11"
"3435","ginsenoside Rg1"
"3436","notoginsenoside K"
"3437","notoginsenoside L"
"3438","notoginsenoside M"
"3439","notoginsenoside N"
"3440","Rb1"
"3441","Rb2"
"3442","Rc"
"3443","Rd"
"3444","Re"
"3445","notoginsenoside A"
"3446","notoginsenoside B"
"3447","notoginsenoside C"
"3448","notoginsenoside D"
"3449","notoginsenoside E"
"3450","notoginsenoside F"
"3451","notoginsenoside G"
"3452","notoginsenoside H"
"3453","notoginsenoside I"
"3454","notoginsenoside J"
"3455","galanthamine"
"3456","lycoramine"
"3457","lycorine"
"3458","maritidine"
"3459","N-methyl-8,9-methylenedioxy-6-phenanthridone"
"3460","N-methyl-8,9-methylenedioxyphenanthridine"
"3461","norismine"
"3462","pancrimatine A"
"3463","pancrimatine B"
"3464","pancrimatine C"
"3465","trispheridine"
"3466","yunnanensins A"
"3467","yunnanensins B"
"3468","yunnanensins C"
"3469","1-acetoxy-3-hydroxypropan-2-yl-3-hydroxypentanoate"
"3470","3 '-O-methyldiplacone"
"3471","3alpha-hydroxyl-ursolicacid "
"3472","4-hydroxybenzyl-beta-D-glucoside"
"3473","abscisic acid"
"3474","anserinoside"
"3475","apigenin"
"3476","apigenin"
"3477","Arbutin"
"3478","beta-sitosterol"
"3479","beta-sitosterol"
"3480","daucosterol"
"3481","daucosterol"
"3482","diplacone"
"3483","Hesperetin"
"3484","luteolin"
"3485","luteolin"
"3486","mimulone"
"3487","mimulone"
"3488","Naringenin-7-O-beta-D-glucoside"
"3489","ursolic acid"
"3490","ursolicacid"
"3491","tomentin A"
"3492","tomentin B"
"3493","tomentin C"
"3494","tomentin D"
"3495","tomentin E"
"3496","(l)-linalool"
"3497","10-epi-?-eudesmol"
"3498","citronellyl formate"
"3499","geraniol"
"3500","geranyl formate"
"3501","isorhamnetin aglycone"
"3502","kaempferol 3,7-di-O-glucoside"
"3503","kaempferol 3-O-glucoside"
"3504","Kaempferol 3-O-rhamnoside-glucoside"
"3505","myrisetin 3-O-glucoside-rhamnoside"
"3506","quercetin 3-O-glucoside"
"3507","quercetin 3-O-pentose"
"3508","quercetin 3-O-pentoside-glucoside"
"3509","quercetin 3-O-rhamnoside-glucoside"
"3510","?-citronellol"
"3511","alkaloids"
"3512","(-)-epicathechin"
"3513","1,3,5-trihydroxy-2-methoxyxanthone"
"3514","butyraxanthones A"
"3515","butyraxanthones B"
"3516","butyraxanthones C"
"3517","butyraxanthones D"
"3518","cratoxylone"
"3519","garcinone E"
"3520","lupeol"
"3521","pentadexanthone"
"3522","?-mangostin"
"3523","(-)-8-oxocanadine"
"3524","(-)-8-oxotetrahydropalmatine"
"3525","bututic acid"
"3526","daucosterol"
"3527","epifriedelinol"
"3528","melissic acid"
"3529","norruffscine"
"3530","palmatic acid"
"3531","periglaucine A"
"3532","periglaucine B"
"3533","periglaucine C"
"3534","periglaucine D"
"3535","stearic acid"
"3536","icariside C"
"3537","mangiferin"
"3538","phalerin"
"3539","alyssonoside"
"3540","chrysoeriol-7-O-beta-D-glucopyranoside"
"3541","integrifolioside A"
"3542","integrifolioside B"
"3543","2-butoxy-2-(hydroxymthyl) tetrahydro-2H-3,4,5-pyrantriol"
"3544","8-acetylshanzhiside methyl ester"
"3545","daucosterol"
"3546","luteolin-7-O-beta-D-glucopyranoside"
"3547","phlomiol"
"3548","pulchelloside I"
"3549","sesamoside"
"3550","shanzhiside methyl ester"
"3551","alkaloids"
"3552","hydrolysable tannins"
"3553","lignans"
"3554","polyphenols"
"3555","anthraquinons"
"3556","coumarins"
"3557","reducing sugars"
"3558","sterols"
"3559","corilagin"
"3560","beta-sitosterol"
"3561","daucosterol"
"3562","ellagic acid"
"3563","gallic acid"
"3564","kaempferol"
"3565","methyl brevifolin carboxylate"
"3566","methyl ester dehydrochebulic acid"
"3567","n-octadecane"
"3568","quercetin"
"3569","rutin"
"3570","4-hydroxy-2,3-dimethoxybenzaldehyde"
"3571","citrusinol"
"3572","methyl piperitol"
"3573","pulchelstyrene A"
"3574","pulchelstyrene B"
"3575","pulchelstyrene C"
"3576","pulchelstyrene D"
"3577","yukovanol"
"3578","4-hydroxy-3-methoxy cinnamic acid, ethyl este"
"3579","p-hydroxybenzaldehyde"
"3580","syringic acid"
"3581","syringic aldehyde"
"3582","vanillic acid"
"3583","vanillin"
"3584","(E)-caryophyllene"
"3585","(E)-nerolidol"
"3586","alpha-humulene"
"3587","bicyclogermacrene"
"3588","alkaloids"
"3589","alkaloids"
"3590","Futoquinol"
"3591","coumarins"
"3592","tannins"
"3593","triterpens"
"3594","Alkaloids"
"3595","2'-hydroxyisoorientin"
"3596","chrysoeriol"
"3597","diandraflavone A"
"3598","echioidinin 2'-O-beta-D-(6""-O-acetyl) glucopyranoside"
"3599","Pistacides A"
"3600","Pistacides B"
"3601","gallic acid"
"3602","methyl gallate"
"3603","myricitrin"
"3604","quercitrin"
"3605","quereetin"
"3606","tricetiflavan"
"3607","(-)-epigallocatechin-7-O-gallate"
"3608","5,4'-dihydroxy-3,7,3'-trimethoxyflavone"
"3609","5-hydroxy-3,7,3',4'-tetramethoxyflavone"
"3610","7, 3'-O-di-gallyoltricetiflavan"
"3611","7,4'-di-O-galloyltricetifavan"
"3612","7-O-galloyltricetifavan"
"3613","alpha-amyrin"
"3614","luteoloside"
"3615","oleanolic acid"
"3616","tritriacontane"
"3617","ursolic acid"
"3618","Coumarins"
"3619","2,3,9-trimethoxypterocarpan"
"3620","2'-hydroxy-6,4',6' ',4' ''-tetramethoxy-[7-O-7' ']-bisisoflavone"
"3621","7-hydroxy-6,4'-dimethoxy-isoflavonequinone"
"3622","homopterocarpin"
"3623","isoliquiritigenin"
"3624","liquiritigenin"
"3625","medicarpin"
"3626","vesticarpan"
"3627","10-epi-Cadinol"
"3628","4-Acetyl-1-methyl-1-cyclohexene"
"3629","6-Methyl-5-hepten-2-one"
"3630","a-Amorphene"
"3631","a-Bisabolol"
"3632","a-Bisabolol oxide A"
"3633","a-Bisabolol oxide B"
"3634","a-Calacorene"
"3635","a-Curcumene"
"3636","a-Muurolene"
"3637","a-Pinene"
"3638","a-Terpineol"
"3639","b-Bisabolene"
"3640","b-Bisabolol"
"3641","b-Eudesmol"
"3642","Calamenene"
"3643","cis-Linalool oxide"
"3644","cis-Ocimene"
"3645","Cubenol"
"3646","d-Cadinene"
"3647","E,E-Farnesol"
"3648","Estragole"
"3649","Geraniol"
"3650","Limonene"
"3651","Linalool"
"3652","Nerol"
"3653","p-Cymene"
"3654","Terpinen-4-ol"
"3655","trans-Linalool oxide"
"3656","trans-Nerolidol"
"3657","?-Terpinene"
"3658","alkaloids"
"3659","2, 5-dimethyl-7-hydroxychromone"
"3660","4-hydroxybenzaldehyde"
"3661","Alkaloids"
"3662","beta-sitosterol"
"3663","indole-3-carboxaldehyde"
"3664","isoshinanolone"
"3665","plumbagic acid"
"3666","plumbagin"
"3667","plumbagine A"
"3668","plumbagine B"
"3669","plumbagine C"
"3670","plumbagine D"
"3671","plumbagine E"
"3672","plumbagine F"
"3673","plumbagine G"
"3674","plumbagoside A"
"3675","plumbagoside B"
"3676","plumbagoside C"
"3677","plumbagoside D"
"3678","trans-cinnamic acid"
"3679","vanillic acid"
"3680","Psychotrine"
"3681","Tubulosine"
"3682","(-)-alpha-cadinol"
"3683","alpha-humulene"
"3684","bidebiline E"
"3685","caryophyllene oxide"
"3686","codamine"
"3687","laudanidine"
"3688","laudanosine"
"3689","octadeca-9,11,13-triynoic acid"
"3690","reticuline"
"3691","(+)-magnoflorine"
"3692","(+)-oblongine"
"3693","(+)-tembetarine"
"3694","(+)-xylopinidine"
"3695","3-methoxy-4-hydroxycinnamic acid"
"3696","eythritol"
"3697","mauritianin"
"3698","stepharanine"
"3699","1,3,7-trihydroxy-2,6-dimethoxyxanthone"
"3700","1,3-dihydroxy-7-methoxyxanthone"
"3701","1,7-dihydroxy-2,3-dimethoxyxanthone"
"3702","2,3-methylenedioxy-4,7-dihydroxyxanthone"
"3703","3,4-dimethoxy-1,7-dihydroxyxanthone"
"3704","3',5'-dimethoxybiphenyl-4-olo"
"3705","3',6-O-disinapoyl sucrose"
"3706","arillatoses A"
"3707","arillatoses B"
"3708","arillatoses C"
"3709","arillatoses D"
"3710","arillatoses E"
"3711","arillatoses F"
"3712","glomeratose E"
"3713","1, 7-dihydroxy-2, 3-methylendioxyxanthone"
"3714","3-hydroxy-1,4-dimethoxyxanthone"
"3715","7-hydroxy-1-methoxy-2, 3-methylendioxyxanthone"
"3716","1,4-dimethoxy-2,3-methylenedioxyxanthone"
"3717","1-methoxy-2,3-methylenedioxyxanthone"
"3718","2,7-dihydroxy-1-methoxyxanthone"
"3719","2-hydroxy-1,6,7-trimethoxyxanthone"
"3720","7-hydroxy-1,2-dimethoxyxanthone"
"3721","7-hydroxy-1-methoxyxanthone"
"3722","euxanthone"
"3723","gentitein"
"3724","1,3,6,8-tetrahydroxy-2,7-dimethoxyxanthone"
"3725","1,3-dihydroxy-7-methoxyxanthone"
"3726","1,7-dihydroxy-2,3-methylenedioxyxanthone"
"3727","?-spinasterol"
"3728","1,3,7-trihydroxy-2-methoxyxanthone"
"3729","1,3-dihydroxy-2-methoxyxanthone"
"3730","1,6,7-trihydroxy-2,3-dimethoxyxanthone"
"3731","1,7-dihydroxy-2,3-methylenedioxyxanthone"
"3732","1-methoxy-2,3-methylenedioxyxanthone"
"3733","3-hydroxy-1,2-dimethoxyxanthone"
"3734","7-hydroxy-1-methoxy-2,3-methylenedioxyxanthone"
"3735","polygalolide A"
"3736","polygalolide B"
"3737","1, 3, 6-trihydroxyxanthone"
"3738","1, 4, 7-trihydroxy-3-methoxy-xanthone"
"3739","3, 4-dihydroxybenzoic acid"
"3740","euxanthone"
"3741","methy 1 2, 5-dihydroxybenzoate "
"3742","p-hydroxybenzoic acid"
"3743","1, 2, 7-trihydroxy-3-methoxyxanthone"
"3744","3, 6-dihydroxy-1, 2, 7-trimethoxyxanthone"
"3745","3, 7-dihydroxy- 1, 2-dimethoxyxanthone"
"3746","1,3-dihydroxy-2,5,6,7-tetramethoxyxanthone"
"3747","3,8-dihydroxy-1,2,6-trimethoxyxanthone"
"3748","3-hydroxy-1,2,5,6,7-pentamethoxyxanthone"
"3749","1, 2, 3, 6, 7-heptamethoxy xanthone"
"3750","1, 3, 7-trihydroxy-2-methoxy xanthone"
"3751","1, 6, 7-trihydroxy-2, 3-dimethoxy xanthone"
"3752","1, 7-didydroxy-2, 3-methylenedioxy xanthone"
"3753","1, 7-dihydroxy-2, 3-dimethoxy xanthone"
"3754","6-hydroxy-1, 2, 3, 7-tetramethoxy xanthone"
"3755","alpha-spinasterol"
"3756","alpha-spinasterolic-3-O-beta-D-glucoside"
"3757","polygital"
"3758","sibiricaphenone"
"3759","sibiricaxanthone A"
"3760","sibiricaxanthone B"
"3761","squalene"
"3762","1, 3, 7-trihydroxyxanthone"
"3763","1, 3-dihydroxyxanthone"
"3764","1, 7-dihydroxy-3-methoxyxanthone"
"3765","1, 7-dihydroxyxanthone"
"3766","1, 7-dimethoxyxanthone"
"3767","1-methoxy-2, 3-methylenedioxyxanthone"
"3768","polygalaxanthone III"
"3769","tenuifoliside E"
"3770","tricornose A"
"3771","tricornose B"
"3772","tricornose C"
"3773","tricornose D"
"3774","tricornose E"
"3775","tricornose F"
"3776","tricornose G"
"3777","tricornose H"
"3778","tricornose I"
"3779","tricornose J"
"3780","tricornose K"
"3781","tricornose L"
"3782","tricornoside A"
"3783","tricornoside B"
"3784","tricornoside C"
"3785","tricornoside D"
"3786","tricornoside E"
"3787","tricornoside F"
"3788","watterose A"
"3789","watterose B"
"3790","watterose C"
"3791","watterose D"
"3792","watterose E"
"3793","watterose F"
"3794","watterose G"
"3795","watterose H"
"3796","watterose I"
"3797","watterose J"
"3798","wattersiixanthone A"
"3799","wattersiixanthone B"
"3800","(-)-epicatechin"
"3801","angelicin"
"3802","beta-sitosterol"
"3803","friedelin"
"3804","palmitic acid"
"3805","psoralen"
"3806","quercetin"
"3807","simiarenone"
"3808","1-O-P-D-(6'-O-galloyl)-glucopyranosyl-3-methoxy-5-hydroxybenzene"
"3809","5,7-dihydroxy-4H-chromen-4-one"
"3810","ellagic acid"
"3811","hirsutine"
"3812","kaempferol"
"3813","kaempferol-3-O-alpha-L-rhamnopyranoside"
"3814","myricetrin"
"3815","quercetin"
"3816","quercetin-3-O-( 3""-O-galloyl) -/3-D-glucopyranoside"
"3817","quercetin-3-O-(2""-O-galloyl) -alpha-L-rhamnopyranoside"
"3818","quercetin-3-O-(2""-O-galloyl)-beta-D-glucopyranoside"
"3819","quercetin-3-O-(3""-O-galloyl) -alpha-L-rhamnopyranoside"
"3820","quercitrin"
"3821","rutin"
"3822","3,5,7-trihydroxychromone"
"3823","8-methoxyquercetin"
"3824","beta-sitosterol"
"3825","luteolin"
"3826","p-hydroxybenzaldehyde"
"3827","pigenin"
"3828","quercetin"
"3829","quercetin-3'-O-beta-D-galactoside"
"3830","1,3,5-trihydroxybenzene"
"3831","3,3'-dimethoxyellagic-acid-4-O-beta-D-glucoside"
"3832","alphitonin"
"3833","apocynin"
"3834","kaempferol"
"3835","kaempferol-3-O-alpha-L-rhamnoside"
"3836","kaempferol-3-O-beta-D-glucoside"
"3837","methyl 3, 4-dihydroxybenzoate"
"3838","quercetin-3-O-alpha-L-rhamnoside"
"3839","Polypodoside A"
"3840","Apigenin"
"3841","beta-sitosterol"
"3842","hexacosanol"
"3843","kaempferol"
"3844","Prunetin"
"3845","quercetin"
"3846","quercetin-3-O-beta-D-glucoside"
"3847","1-O-(1, 2-propanediol)-6-O-galloyl-beta-D-glucopyranoside"
"3848","1-O-galloyl-beta-D-glucose"
"3849","2,6-dihydroxy-3,5-dimethyl-4-O-(6?-O-galloyl-?-D-glucopyranosyl)-benzophenone"
"3850","2,6-dihydroxy-3-formaldehyde-5-methyl-4-O-(6?-O-galloyl-?-D-glucopyranosyl)-diphenylmethane"
"3851","2alpha-hydroxyoleanolic acid"
"3852","2alpha-hydroxyursolic acid"
"3853","alkaloids"
"3854","alkaloids"
"3855","asiatic acid"
"3856","avicularin"
"3857","beta-sitosterol"
"3858","ellagic acid"
"3859","ellagic acid-4-O-beta-D-glucopyranoside"
"3860","gallic acid"
"3861","goreishic acid I"
"3862","guaijaverin"
"3863","guaijaverin"
"3864","Guajadial"
"3865","guajadial"
"3866","guajanoic acid"
"3867","guajavolide"
"3868","guavacoumaric acid"
"3869","guavanoic acid"
"3870","guavenoic acid"
"3871","guavinoside A"
"3872","guavinoside B"
"3873","guavinoside C"
"3874","hyperin"
"3875","hyperoside"
"3876","ilelatifol D"
"3877","isoneriucoumaric acid"
"3878","isoquercitrin"
"3879","jacoumaric acid"
"3880","kaempferol"
"3881","morin-3-O-alpha-L-arabopyranoside"
"3882","myricetin-3-O-beta-D-glucoside"
"3883","obtusinin"
"3884","obtusol"
"3885","oleanolic acid"
"3886","psidial A"
"3887","psidial B"
"3888","psidial C"
"3889","psidiumoic acid"
"3890","Psiguadial A"
"3891","Psiguadial B"
"3892","psiguanin A"
"3893","psiguanin B"
"3894","psiguanin C"
"3895","psiguanin D"
"3896","quercetin"
"3897","quercetin-3-O-(6""-galloyl) beta-D-galactopyranoside"
"3898","quercetin-3-O-beta-D-glucuronopyranoside"
"3899","quercitrin"
"3900","reynoutrin"
"3901","ursolic acid"
"3902","ursolic acid"
"3903","8-methoxypsoralen"
"3904","astragalin"
"3905","bavachalcone"
"3906","bavachin"
"3907","bavachinin"
"3908","bavadin"
"3909","bavarigenin"
"3910","coryfolia D"
"3911","corylifolinin"
"3912","corylin"
"3913","corylinin"
"3914","daidzein"
"3915","daidzin"
"3916","daidzin"
"3917","daidzin"
"3918","isopsoralen"
"3919","isopsoralen"
"3920","isopsoralen"
"3921","neobavaisoflavone"
"3922","neobavaisoflavone"
"3923","psoralen"
"3924","psoralen"
"3925","psoralen"
"3926","psoralidin"
"3927","psoralidin"
"3928","sophoracoumestan A"
"3929","uracil"
"3930","(2R)-pterosin P"
"3931","bimutipterosins A"
"3932","bimutipterosins B"
"3933","dehydropterosin B"
"3934","2-methoxy-5-hydroxy-1, 4-naphthoquinone"
"3935","3beta-hydroxytaraxer-14-ene-1-one"
"3936","5, 7-dihydroxy-6, 8-dimethylchromone"
"3937","5,7-dihydroxy-6,8-dimethylchromone"
"3938","5-hydroxy-2-methoxy-1,4-naphthoquinone"
"3939","6beta-hydroxystigmast-4-en-3-one"
"3940","alpha-monpalmitin"
"3941","alpha-monpalmitin"
"3942","beta-sitosterol"
"3943","beta-sitosterol"
"3944","betulin"
"3945","betulin"
"3946","betulinic acid"
"3947","betulinic acid"
"3948","palmitic acid"
"3949","palmitic acid"
"3950","sumaresinolic acid"
"3951","sumaresinolic acid"
"3952","taraxer-14-ene-1alpha,3beta-diol"
"3953","taraxerol"
"3954","taraxerol"
"3955","Alkaloids"
"3956","1,8 cineol"
"3957","2L -4L-dihydroxy eicosane"
"3958","chrysanthenyl acetate"
"3959","dehydroaromadendrene"
"3960","verbenol"
"3961","?-pinen"
"3962","alkaloids"
"3963","Alkaloids"
"3964","6,7,11-trihydroxy-10-methoxy-9-(7-methoxy-3-methyl-1-oxoisochroman-5-yl)-2-methyl-12-oxo-12H-benzo[b]xanthene-4-carboxylic acid"
"3965","6,7-dihydroxy-10,11-dimethoxy-9-(7-methoxy-3-methyl-1-oxoisochroman-5-yl)-2-methyl-12-oxo-12H-benzo[b]xanthene-4-carboxylic acid"
"3966","hexadecahydrochrysen-3-ol"
"3967","(+)-pinoresinol-4'-O-beta-D- glucopyranoside"
"3968","betulabuside A"
"3969","dihydrosyringin"
"3970","linoeic acid"
"3971","pinoresinol"
"3972","pyrropetioside"
"3973","alkaloids"
"3974","hydrolysable tannins"
"3975","hydrolysable tannins"
"3976","daucosterol"
"3977","glaucocalgxin A"
"3978","oleanolic acid"
"3979","ursolic acid"
"3980","7-hydroxynoracronycine"
"3981","ajmalicine B"
"3982","raunescine"
"3983","rauverine A"
"3984","rauverine B"
"3985","rauverine C"
"3986","rauverine D"
"3987","rauverine E"
"3988","rauverine F"
"3989","rauverine G"
"3990","sandwicine"
"3991","perakine"
"3992","raucaffrinoline"
"3993","rauvoloid A"
"3994","rauvoloid B"
"3995","rauvoloid C"
"3996","rauvoloid D"
"3997","rauvoloid E"
"3998","1alpha, 3beta-dihydroxy-5beta-pregn-16-en-20-one-3-O-beta-D-glucopyranoside"
"3999","a-D-glucose"
"4000","daucosterol"
"4001","sophoraflavone B"
"4002","stigmast-5, 22-dien-3-O-beta-D-glucopyranoside"
"4003","syringaresinol-beta-D-glucoside"
"4004","10-ethoxy gambogic acid"
"4005","10-methoxygambogenic acid"
"4006","10-methoxygambogic acid"
"4007","desoxymorellinin"
"4008","isogambogenic acid"
"4009","3-oxo-19alpha-hydroxyurs-12-en-28-oic acid"
"4010","arjunic acid"
"4011","pomolic acid"
"4012","tormentic acid"
"4013","ursolic acid"
"4014","1,5,6-trihydroxy-3-methoxy-7-geranyl-xanthone"
"4015","2,5-dimethyl-7-methoxychromone"
"4016","chrysophanol 8-O-beta-D-glucopyranoside"
"4017","chrysophanol-8-Me ether"
"4018","citreorosein"
"4019","daucosterol"
"4020","n-hexacosnic acid"
"4021","palmitic acid"
"4022","1-O-beta-D-glucopyranosyl-chrysophanols"
"4023","1-O-beta-D-glucopyranosyl-emodin"
"4024","chrysophanol"
"4025","emodin"
"4026","gallic acid"
"4027","Rhinacanthone"
"4028","beta-sitosterol"
"4029","catenarin"
"4030","daucosterol"
"4031","hexadecanoic acid"
"4032","physicion"
"4033","stigmasterol"
"4034","15(S)-isopimar-7-en-1-oxo-15,16-diol"
"4035","guaijaverin"
"4036","polystachoside"
"4037","quercetin-4'-O-beta-D-galactoside"
"4038","quercitrin"
"4039","reynoutrin"
"4040","taxifolin"
"4041","(6''-O-(4-Hydroxybenzoyl) hyperoside"
"4042","cacticin"
"4043","hirsutine"
"4044","hyperoside"
"4045","isorhamnetin"
"4046","kaemferol-3-beta-D-galactoside"
"4047","myricetin-3-beta-D-Xyloside"
"4048","Quercetin"
"4049","3,5,7-trihydroxylchromone 3-O-beta-D-xylopyranoside"
"4050","beta-sitosterol"
"4051","betulinic acid"
"4052","D-glucose"
"4053","quercetin"
"4054","taraxerol"
"4055","quercetin-3-O-alpha-L-rhamnopyranoside"
"4056","alkaloids"
"4057","3-acetoxy oleanolic acid"
"4058","3-oxo-olean-9(11),12-diene"
"4059","beta-sitosterol"
"4060","canophyllal"
"4061","daucostorol"
"4062","friedelin"
"4063","glut-5-en-3beta,28-diol"
"4064","palmitic acid"
"4065","stearic acid"
"4066","tricosanoic acid"
"4067","triptonoterpene methyl ether"
"4068","triptophenolide"
"4069","1,2,3,4,6-penta-O-galloyl-beta-D-glucoside"
"4070","1,6-digalloyl-beta-D-glucoside"
"4071","catechin gallate"
"4072","euscaphic acid"
"4073","L-ascorbic acid"
"4074","maslinic acid"
"4075","quercetin"
"4076","quercetin-3-O-glucoside"
"4077","tormentic acid"
"4078","ursolic acid"
"4079","1-hydroxy-2-hydroxymethyl-3-methoxyanthraquinone"
"4080","rubiawallin A"
"4081","rubiawallin B"
"4082","rubiawallin C"
"4083","Rubianol A"
"4084","Rubianol B"
"4085","Rubianol C"
"4086","Rubianol D"
"4087","Rubianol E"
"4088","rubianoside I"
"4089","rubiarbonone D"
"4090","rubiarbonone E"
"4091","rubiarbonone F"
"4092","rubiarbonone G"
"4093","Rubinaphthin A"
"4094","Rubinaphthin B"
"4095","Rubinaphthin C"
"4096","Rubinaphthin D"
"4097","2alpha-hydroxyoleanolic acid"
"4098","corosolic acid"
"4099","lupeol acetate"
"4100","oleanoic acid"
"4101","sitosterol"
"4102","rubuside A"
"4103","rubuside A"
"4104","rubuside B"
"4105","rubuside C"
"4106","rubuside D"
"4107","rubuside E"
"4108","rubuside F"
"4109","rubuside G"
"4110","rubuside H"
"4111","rubuside I"
"4112","rubuside J"
"4113","(+) -catech"
"4114","beta-daucosterol"
"4115","camelliagenin A"
"4116","euscaphic acid"
"4117","lauric acid"
"4118","O-nitrophenol"
"4119","p-sitosterol"
"4120","15alpha-hydroxyfriedelan-3-one"
"4121","26, 27-dihydroxy-7, 24-tirucalladien-3-one"
"4122","abruslactone A"
"4123","beta-sitosterol"
"4124","beta-sitosterol"
"4125","epicatechin"
"4126","friedelin"
"4127","friedelin"
"4128","lupeol"
"4129","mangiferin"
"4130","mangiferin"
"4131","ursolic acid"
"4132","3, 22-dioxo-29-normoretane"
"4133","30-Hydorxylup-20 (29) -en-3-one"
"4134","beta-Daucosterol"
"4135","beta-Sitosterol"
"4136","Egallic acid"
"4137","Ethyl gallate"
"4138","Gallic acid"
"4139","Hentriacontan-12-ol"
"4140","Hentriacontanol"
"4141","Isorhamnetin"
"4142","Kaempferol-4'-methylether"
"4143","Lup-20(29)-en-3beta,30-diol"
"4144","lupeol"
"4145","Quercetin"
"4146","Quercet-in-3', 4'-dimethylether"
"4147","Ursolid acid"
"4148","beta-sitosterol"
"4149","beta-sitosteryl-3-O-glucoside"
"4150","friedelin"
"4151","luteolin-7-O-glucoside"
"4152","(-)syringaresinol 4,4'-bis-O-beta-D-glucopyranoside"
"4153","5, 2'-dihydroxy-6, 7-methylenedioxy-isoflavone"
"4154","acanthoside D"
"4155","beta-sitosterol"
"4156","ferulic acid"
"4157","isorhamnetin-3-O-alpha-L-arabinopyranosyl (1-->6) -beta-D-glucopyranoside"
"4158","isorhamnetin-3-O-beta-D-glucopyranoside"
"4159","isorhamnetin-7-O-beta-D-glucopyranoside"
"4160","n-dotriacontanic acid"
"4161","n-lignoceric acid"
"4162","p-coumaric acid"
"4163","salicylic acid"
"4164","salicylic acid"
"4165","selagin"
"4166","tricin"
"4167","tricin -7-O-beta-D-glucopyranoside"
"4168","tricin-4'-O-beta-D-apioside"
"4169","vanillic acid"
"4170","3-hydroxy hexadecanoic acid"
"4171","3-hydroxy tetradecanoic acid"
"4172","Germacrene D"
"4173","palmitic acid"
"4174","spathulenol"
"4175","?-humulene"
"4176","?-caryophyllene"
"4177","1 beta-hydroxy-lupeol"
"4178","quercetin-3-O-beta-D-glucoside"
"4179","rutin"
"4180","Alkaloid"
"4181","alkaloids"
"4182","16?-hydroxybryodulcosigenin"
"4183","3?-O-feruloylolean-12-en-27-oic acid"
"4184","3?-hydroxyolean-12-en-27-oic acid"
"4185","daucosterol"
"4186","menisdaurin"
"4187","oleanolic acid"
"4188","purshianin"
"4189","?-sitosterol"
"4190","(E)-Caryophyllene"
"4191","(E)-Nerolidol"
"4192","Allo-aromadendrene"
"4193","Camphor"
"4194","Caryophyllene oxide"
"4195","cubenol"
"4196","Curcumene"
"4197","Dodecanoic acid"
"4198","Germacrene D"
"4199","ß-Ionone"
"4200","?-Bisabolene"
"4201","?-Copaene"
"4202","(E)-3-(6-[(E)-3-hydroxy-3-oxo-1-propenyl]-9-oxo-9H-xanthen-2-yl)-2-propenoic acid"
"4203","cirsimaritin"
"4204","hispidulin"
"4205","luteolin"
"4206","luteolin 7-O-beta-D-glucopyranoside"
"4207","nepetin"
"4208","rhamnocitrin"
"4209","4-methoxycarbonyl-5,10-benzogquinolinequinone"
"4210","cleistopholine"
"4211","liriodenine"
"4212","marcanine A"
"4213","quinoline"
"4214","saprosmine A"
"4215","saprosmine B"
"4216","deltoiden A"
"4217","deltoiden B"
"4218","deltoignan A"
"4219","deltoignan B"
"4220","sausinlactone A"
"4221","sausinlactone B"
"4222","sausinlactone C"
"4223","3,5-dimethoxy-4-hydroxy-acetophenone"
"4224","3,5-dimethoxy-4-hydroxy-benzaldehyde"
"4225","5,7-dihydroxy-2-methylchromone"
"4226","5-hydroxymethyl-furaldehyde"
"4227","Alkaloids"
"4228","beta-sitosterol"
"4229","daucosterol"
"4230","ethyl 2-pyrrolidinone-5(s)-carboxylate"
"4231","glucose"
"4232","palmitic acid"
"4233","p-hydroxybenzaldehyde"
"4234","succinic acid"
"4235","beta-sitosterol"
"4236","daucosterol"
"4237","gamma-schizandrin"
"4238","ganwuweizic acid"
"4239","gomisin A"
"4240","schinchinenin A"
"4241","schinchinenin B"
"4242","schinchinenin C"
"4243","schinchinenin D"
"4244","schinchinenin E"
"4245","schinchinenin F"
"4246","schinchinenin G"
"4247","schinchinenin H"
"4248","schinchinenlactone A"
"4249","schinchinenlactone B"
"4250","schinchinenlactone C"
"4251","schizandrin"
"4252","wuweizisu A"
"4253","wuweizisu C"
"4254","(-)-15-hydroxycalamenene"
"4255","(-)-cubebol"
"4256","(+)-ent-epicubenol"
