INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,INCHIKEY,SMILES,INCHI_STRING,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,QC_LEVEL,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,TOXVAL_DATA,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MS_READY_SMILES,QSAR_READY_SMILES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,IRIS_LINK,PPRTV_LINK,WIKIPEDIA_ARTICLE,QC_NOTES,ACTOR_REPORT,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
NPNUFJAVOOONJE-FLFDDASRSA-N,InChIKey,DTXSID10881246,Isocaryophyllene,NPNUFJAVOOONJE-FLFDDASRSA-N,[H][C@]12CC(C)(C)[C@]1([H])CC\C(C)=C/CCC2=C,"InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6-/t13-,14-/m1/s1",C15H24,204.1878008,DSSTox_High,-,-,-,Y,-,-,CC1=CCCC(=C)C2CC(C)(C)C2CC1,CC1=CCCC(=C)C2CC(C)(C)C2CC1,-,-,2,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.99994E-10,1063.71,3.15295,253.743,0.00981674,31.2428,6.90376,9411.47,5.22698,-72.0347,0.0101979,1.22491E-05
DSSYKIVIOFKYAU-UHFFFAOYSA-N,Indigo InChIKey,DTXSID5030955,Camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2,"InChI=1/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",C10H16O,152.1201151,DSSTox_High,1.27E-06,Y,-,Y,0.43,1/235,CC1(C)C2CCC1(C)C(=O)C2,CC1(C)C2CCC1(C)C(=O)C2,1649,185,497,-,-,Y,-,Y,55.7186,203.784,0.000118032,0.963,0.94,0.000677641,65.146,140.676,-0.018,0.00988553,32.681,118.555,0.000545758,1.34896,0.214289,0.0111944,1.79482E-11,18.0232,5.39513,199.57,0.000079075,0.081715,4.84625,1852.03,2.38432,153.56,0.650118,0.00572767
CDOSHBSSFJOMGT-UHFFFAOYSA-N,Indigo InChIKey,DTXSID7025502,Linalool,CDOSHBSSFJOMGT-UHFFFAOYSA-N,CC(C)=CCCC(C)(O)C=C,"InChI=1/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3",C10H18O,154.1357652,DSSTox_High,7.31E-05,Y,-,Y,0.23,1/433,CC(C)=CCCC(C)(O)C=C,CC(C)=CCCC(C)(O)C=C,519,164,3810,-,-,Y,-,Y,13.8038,206.399,4.87528E-05,0.843,0.878,7.09578E-05,76.963,0.74,-0.02,0.0106414,25.51,136.976,0.000632412,3.8815,0.0588844,0.00739605,1.60031E-10,7.72706,3.34141,197.653,2.13141E-05,0.108886,6.50035,137.653,2.97116,-23.845,0.159296,0.0102464
UAHWPYUMFXYFJY-UHFFFAOYSA-N,InChIKey,DTXSID6025692,Myrcene,UAHWPYUMFXYFJY-UHFFFAOYSA-N,CC(C)=CCCC(=C)C=C,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",C10H16,136.1252005,DSSTox_Low,6.67E-05,Y,-,Y,2.67,23/860,CC(C)=CCCC(=C)C=C,CC(C)=CCCC(=C)C=C,141,119,19,-,-,Y,-,Y,388.15,154.691,4.0738E-06,0.759,0.788,4.84172E-06,37.731,-63.241,-,0.0382825,23.544,127.131,8.14704E-05,0.6223,3.52371,0.000117761,2.14935E-10,237.317,3.36511,167.06,0.0369239,1.7641,4.52395,235.516,4.17027,-62.1609,2.02385,4.04753E-05
WEEGYLXZBRQIMU-UHFFFAOYSA-N,InChIKey,DTXSID4020616,"1,8-Cineol",WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC12CCC(CC1)C(C)(C)O2,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3",C10H18O,154.1357652,DSSTox_Low,3.08E-05,Y,-,Y,0.47,2/430,CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2,534,211,25,-,-,Y,-,Y,59.9791,181.884,0.000166341,0.88,0.632,0.000805378,49.312,11.564,0.113,0.0053827,27.55,109.58,0.000776247,2.90402,1.00462,0.00818465,1.11557E-11,29.9881,110.298,174.978,0.00252879,0.378012,4.43154,2006.15,2.62304,1.51745,1.89823,0.0108454
USMNOWBWPHYOEA-MRTMQBJTSA-N,InChIKey,DTXSID3026148,alpha-Thujone,USMNOWBWPHYOEA-MRTMQBJTSA-N,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8-,10+/m1/s1",C10H16O,152.1201151,DSSTox_High,6.00E-05,Y,-,Y,1.28,3/235,CC(C)C12CC1C(C)C(=O)C2,CC(C)C12CC1C(C)C(=O)C2,91,68,-,-,-,Y,"absolute stereochem; no stereo [1125-12-8] ; alpha,beta [76231-76-0]; alpha [546-80-5]; beta-thujone [471-15-8]",Y,52.8445,200.64,0.000161808,0.952,0.727,6.44169E-05,63.932,47.639,0.034,0.0212324,31.095,115.673,0.000391742,0.827942,0.653131,0.00280543,1.47526E-11,47.4088,3.56135,207.414,9.07909E-05,0.0821565,4.82776,1396.6,2.82446,76.6441,0.41338,0.00894654
USMNOWBWPHYOEA-XKSSXDPKSA-N,InChIKey,DTXSID7057575,beta Thujone,USMNOWBWPHYOEA-XKSSXDPKSA-N,CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1",C10H16O,152.1201151,DSSTox_High,3.97E-06,Y,-,-,-,-,CC(C)C12CC1C(C)C(=O)C2,CC(C)C12CC1C(C)C(=O)C2,91,38,-,-,-,Y,-,Y,52.8445,200.64,0.000161808,0.952,0.727,6.44169E-05,68.232,47.639,0.034,0.0144212,31.095,115.673,0.000391742,0.827942,0.653131,0.00280543,1.47526E-11,47.4088,3.56135,207.414,9.07909E-05,0.0821565,4.82776,1396.6,2.82446,76.6441,0.41338,0.00894654
DSSYKIVIOFKYAU-UHFFFAOYSA-N,Indigo InChIKey,DTXSID5030955,Camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2,"InChI=1/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",C10H16O,152.1201151,DSSTox_High,1.27E-06,Y,-,Y,0.43,1/235,CC1(C)C2CCC1(C)C(=O)C2,CC1(C)C2CCC1(C)C(=O)C2,1649,185,497,-,-,Y,-,Y,55.7186,203.784,0.000118032,0.963,0.94,0.000677641,65.146,140.676,-0.018,0.00988553,32.681,118.555,0.000545758,1.34896,0.214289,0.0111944,1.79482E-11,18.0232,5.39513,199.57,0.000079075,0.081715,4.84625,1852.03,2.38432,153.56,0.650118,0.00572767
CRDAMVZIKSXKFV-YFVJMOTDSA-N,InChIKey,DTXSID2040789,"trans,trans-Farnesol",CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+",C15H26O,222.1983655,DSSTox_High,1.29E-05,Y,-,Y,-,-,CC(C)=CCCC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCCC(C)=CCO,-,177,1,-,-,Y,-,Y,176.604,308.085,1.35519E-06,0.887,0.568,1.80302E-06,119.582,20.3,0.094,0.0328095,27.22,140.681,1.39637E-05,6.5013,0.000240991,7.56833E-05,2.24375E-10,103.469,4.53509,277.705,1.59716E-06,0.528646,8.53825,1294.2,4.91156,21.7821,0.00229965,7.92083E-05
YDECUWOATDRFNP-NOYMGPGASA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YDECUWOATDRFNP-JVIGXAJISA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YDECUWOATDRFNP-FGRDXJNISA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YDECUWOATDRFNP-DMJDIKPUSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FQTLCLSUCSAZDY-SDNWHVSQSA-N,Indigo InChIKey,DTXSID2040783,trans-Nerolidol,FQTLCLSUCSAZDY-SDNWHVSQSA-N,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C,"InChI=1/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3/b14-11+",C15H26O,222.1983655,DSSTox_Low,1.36E-05,Y,-,Y,2.53,2/79,CC(C)=CCCC(C)=CCCC(C)(O)C=C,CC(C)=CCCC(C)=CCCC(C)(O)C=C,96,130,-,-,-,Y,-,Y,58.2103,274.859,1.70608E-06,0.845,0.459,2.73527E-06,113.848,-11.792,0.055,0.0418794,26.839,138.231,2.85759E-05,8.79023,0.00163305,0.000146218,1.74473E-10,113.758,3.34758,275.994,9.99494E-07,0.535526,9.25143,1025.76,4.86179,28.6312,0.00653336,0.00244526
WEEGYLXZBRQIMU-UHFFFAOYSA-N,InChIKey,DTXSID4020616,"1,8-Cineol",WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC12CCC(CC1)C(C)(C)O2,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3",C10H18O,154.1357652,DSSTox_Low,3.08E-05,Y,-,Y,0.47,2/430,CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2,534,211,25,-,-,Y,-,Y,59.9791,181.884,0.000166341,0.88,0.632,0.000805378,49.312,11.564,0.113,0.0053827,27.55,109.58,0.000776247,2.90402,1.00462,0.00818465,1.11557E-11,29.9881,110.298,174.978,0.00252879,0.378012,4.43154,2006.15,2.62304,1.51745,1.89823,0.0108454
BUPJOLXWQXEJSQ-RBSFLKMASA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LHYHMMRYTDARSZ-BYNSBNAKSA-N,InChIKey,DTXSID701017679,(-)-alpha-Cadinol,LHYHMMRYTDARSZ-BYNSBNAKSA-N,[H][C@@]12C=C(C)CC[C@@]1([H])[C@](C)(O)CC[C@H]2C(C)C,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15+/m0/s1",C15H26O,222.1983655,Public_Medium,-,-,-,-,-,-,CC(C)C1CCC(C)(O)C2CCC(C)=CC12,CC(C)C1CCC(C)(O)C2CCC(C)=CC12,-,-,-,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.9468E-11,106.937,95.1499,282.237,1.00697E-06,4.69002,9.26518,6071.15,4.09606,94.9472,0.00601835,0.00115196
WTARULDDTDQWMU-UHFFFAOYSA-N,Indigo InChIKey,DTXSID7027049,beta-Pinene,WTARULDDTDQWMU-UHFFFAOYSA-N,CC1(C)C2CC1C(=C)CC2,"InChI=1/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3",C10H16,136.1252005,DSSTox_High,3.40E-07,Y,-,Y,0.0,0/238,CC1(C)C2CC1C(=C)CC2,CC1(C)C2CC1C(=C)CC2,223,112,62,-,-,Y,-,Y,851.138,162.069,0.000041783,0.871,0.787,6.3387E-06,39.793,-36.71,-0.016,0.030903,29.844,112.703,0.000180302,2.0893,7.09578,0.000127644,7.9187E-11,392.024,24.2705,159.16,0.0610123,5.06878,4.47666,2663.8,4.16124,-60.6036,2.89732,2.71895E-05
DTGKSKDOIYIVQL-UHFFFAOYSA-N,Indigo InChIKey,DTXSID8048159,"1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",DTGKSKDOIYIVQL-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(O)C2,"InChI=1/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",C10H18O,154.1357652,DSSTox_High,8.32E-06,Y,-,-,-,-,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,233,126,-,-,-,-,unspecified stereochem,Y,37.6704,211.771,0.000102094,0.967,1.037,0.000632412,71.914,148.052,-0.08,0.0141254,32.218,125.116,0.000864968,7.8343,0.0729458,0.00860994,3.33478E-11,27.6936,6.2173,210.046,9.02232E-06,0.204143,6.57452,1927.24,3.11093,208.73,0.0502068,0.00478899
DSSYKIVIOFKYAU-UHFFFAOYSA-N,Indigo InChIKey,DTXSID5030955,Camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2,"InChI=1/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",C10H16O,152.1201151,DSSTox_High,1.27E-06,Y,-,Y,0.43,1/235,CC1(C)C2CCC1(C)C(=O)C2,CC1(C)C2CCC1(C)C(=O)C2,1649,185,497,-,-,Y,-,Y,55.7186,203.784,0.000118032,0.963,0.94,0.000677641,65.146,140.676,-0.018,0.00988553,32.681,118.555,0.000545758,1.34896,0.214289,0.0111944,1.79482E-11,18.0232,5.39513,199.57,0.000079075,0.081715,4.84625,1852.03,2.38432,153.56,0.650118,0.00572767
NVEQFIOZRFFVFW-RGCMKSIDSA-N,InChIKey,DTXSID4051586,(-)Carophyllene oxide,NVEQFIOZRFFVFW-RGCMKSIDSA-N,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,"InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3/t11-,12-,13-,15-/m1/s1",C15H24O,220.1827154,DSSTox_High,5.78E-06,Y,-,Y,4.29,12/280,CC12CCC3C(CC3(C)C)C(=C)CCC1O2,CC12CCC3C(CC3(C)C)C(=C)CCC1O2,62,64,-,-,-,-,absolute stereochem,Y,521.195,283.287,2.12814E-06,0.942,0.588,5.50808E-07,95.462,84.806,-0.025,0.011324,-,-,-,3.43558,0.000696626,0.00301995,7.71031E-11,176.532,3.95284,253.734,0.000223984,16.4814,6.87605,5791.19,5.09247,62.2347,3.04633E-05,0.000031108
NDVASEGYNIMXJL-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LHYHMMRYTDARSZ-XQLPTFJDSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
USMNOWBWPHYOEA-XKSSXDPKSA-N,InChIKey,DTXSID7057575,beta Thujone,USMNOWBWPHYOEA-XKSSXDPKSA-N,CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1",C10H16O,152.1201151,DSSTox_High,3.97E-06,Y,-,-,-,-,CC(C)C12CC1C(C)C(=O)C2,CC(C)C12CC1C(C)C(=O)C2,91,38,-,-,-,Y,-,Y,52.8445,200.64,0.000161808,0.952,0.727,6.44169E-05,68.232,47.639,0.034,0.0144212,31.095,115.673,0.000391742,0.827942,0.653131,0.00280543,1.47526E-11,47.4088,3.56135,207.414,9.07909E-05,0.0821565,4.82776,1396.6,2.82446,76.6441,0.41338,0.00894654
WPPVSYVQAKQNJK-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OTYVBQZXUNBRTK-UHFFFAOYSA-N,InChIKey,DTXSID60203030,"3,3,6-Trimethylhepta-1,5-dien-4-one",OTYVBQZXUNBRTK-UHFFFAOYSA-N,CC(C)=CC(=O)C(C)(C)C=C,"InChI=1S/C10H16O/c1-6-10(4,5)9(11)7-8(2)3/h6-7H,1H2,2-5H3",C10H16O,152.1201151,Public_Medium,1.17E-05,Y,-,Y,-,-,CC(C)=CC(=O)C(C)(C)C=C,CC(C)=CC(=O)C(C)(C)C=C,-,41,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,12.5893,198.948,5.94292E-06,0.891,0.976,4.62381E-05,68.373,7.752,-0.019,0.0135519,30.791,-,0.000055335,-,0.433511,0.00706318,6.51513E-11,18.0953,3.36102,218.924,7.89731E-05,0.0854821,4.43092,149.033,3.72121,-14.8211,1.24645,0.0111313
RECUKUPTGUEGMW-UHFFFAOYSA-N,InChIKey,DTXSID6042074,Isopropyl-o-cresol,RECUKUPTGUEGMW-UHFFFAOYSA-N,CC(C)C1=CC=C(C)C(O)=C1,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3",C10H14O,150.1044651,DSSTox_Low,1.03E-04,Y,-,Y,3.92,18/459,CC(C)C1=CC=C(C)C(O)=C1,CC(C)C1=CC=C(C)C(O)=C1,583,151,3,-,-,Y,-,Y,23.2274,233.332,1.91426E-05,0.986,0.773,7.49894E-05,98.159,28.292,0.409,0.00665273,34.19,136.178,0.000141906,8.89201,0.0127057,0.00903649,8.06794E-11,27.7252,3.10263,237.216,7.58939E-07,0.081442,7.59252,2852.63,3.4866,1.72076,0.0100604,0.00830757
USMNOWBWPHYOEA-NRPADANISA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RHLVCLIPMVJYKS-UHFFFAOYSA-N,InChIKey,DTXSID3041954,3-Octanone,RHLVCLIPMVJYKS-UHFFFAOYSA-N,CCCCCC(=O)CC,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3",C8H16O,128.1201151,DSSTox_Low,3.01E-04,Y,-,Y,0.47,2/427,CCCCCC(=O)CC,CCCCCC(=O)CC,23,97,2,-,-,Y,-,Y,16.1808,168.271,0.000338065,0.831,0.719,0.000338065,52.804,-30.722,0.089,0.0225424,26.243,138.947,0.000753356,0.877001,1.63682,0.0131826,1.2653E-11,17.3582,4.50513,167.67,0.000153946,0.143489,4.55842,89.6459,2.4569,-12.7675,1.9836,0.0202238
RRAFCDWBNXTKKO-UHFFFAOYSA-N,InChIKey,DTXSID9020617,Eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,COC1=C(O)C=CC(CC=C)=C1,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",C10H12O2,164.0837296,DSSTox_Low,9.20E-05,Y,-,Y,3.18,28/880,COC1=C(O)C=CC(CC=C)=C1,COC1=C(O)C=CC(CC=C)=C1,1862,214,830,-,-,Y,-,Y,17.6604,251.998,2.45471E-05,1.07,0.822,8.29851E-05,113.93,32.593,0.246,0.0141906,37.473,148.274,0.000282488,5.78096,0.00567545,0.0102094,6.15335E-11,7.08184,3.32808,253.35,2.21277E-07,0.171049,7.71632,1850.44,2.27242,-8.85146,0.0223817,0.00513607
CDOSHBSSFJOMGT-JTQLQIEISA-N,InChIKey,DTXSID40872607,(-)-Linalool,CDOSHBSSFJOMGT-JTQLQIEISA-N,CC(C)=CCC[C@@](C)(O)C=C,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/t10-/m0/s1",C10H18O,154.1357652,DSSTox_High,1.41E-05,Y,-,Y,-,-,CC(C)=CCCC(C)(O)C=C,CC(C)=CCCC(C)(O)C=C,519,89,-,-,-,-,-,Y,13.8038,206.399,4.87528E-05,0.845,0.878,7.09578E-05,78.752,0.74,-0.02,0.0101859,25.519,136.976,0.000632412,3.8815,0.055847,0.0072277,1.60031E-10,7.72706,3.34141,197.653,2.13141E-05,0.108886,6.50035,137.653,2.97116,-23.845,0.159296,0.0102464
GLZPCOQZEFWAFX-YFHOEESVSA-N,InChIKey,DTXSID3026728,"(2Z)-3,7-Dimethylocta-2,6-dien-1-ol",GLZPCOQZEFWAFX-YFHOEESVSA-N,CC(C)=CCC\C(C)=C/CO,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",C10H18O,154.1357652,DSSTox_High,1.68E-05,Y,-,Y,2.75,25/909,CC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCO,415,96,21,-,-,Y,-,Y,74.9894,229.272,2.97852E-05,0.88,0.779,3.84592E-05,107.171,10.806,-0.016,0.02208,26.565,141.229,0.000281838,3.17687,0.0286418,0.00172982,2.23231E-10,7.60944,4.46853,227.422,5.60618E-07,0.092433,7.64617,96.8741,3.55828,6.78329,0.0300552,0.00150491
NDVASEGYNIMXJL-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JWGLVEFPXSKNBN-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
USMNOWBWPHYOEA-XKSSXDPKSA-N,InChIKey,DTXSID7057575,beta Thujone,USMNOWBWPHYOEA-XKSSXDPKSA-N,CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1",C10H16O,152.1201151,DSSTox_High,3.97E-06,Y,-,-,-,-,CC(C)C12CC1C(C)C(=O)C2,CC(C)C12CC1C(C)C(=O)C2,91,38,-,-,-,Y,-,Y,52.8445,200.64,0.000161808,0.952,0.727,6.44169E-05,68.232,47.639,0.034,0.0144212,31.095,115.673,0.000391742,0.827942,0.653131,0.00280543,1.47526E-11,47.4088,3.56135,207.414,9.07909E-05,0.0821565,4.82776,1396.6,2.82446,76.6441,0.41338,0.00894654
ZPTLTKQKVWFFNY-SZQAVTOOSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HHAZRZXFVXLUPH-LXOIURBOSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KZNIFHPLKGYRTM-UHFFFAOYSA-N,InChIKey,DTXSID6022391,Apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",C15H10O5,270.0528234,DSSTox_Low,5.27E-07,Y,-,-,37.21,176/473,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,1470,312,-,-,-,Y,-,Y,17.0608,440.286,0.000011995,1.539,0.798,2.73527E-06,229.35,273.196,0.196,0.00696626,-,-,3.40408E-05,40.4576,3.11889E-09,0.000615177,1.62691E-11,41.2937,19.3218,396.251,1.04365E-10,0.285945,9.24586,546.621,3.0195,347,1.32659E-09,0.000171705
KMOUJOKENFFTPU-QNDFHXLGSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
